NAME,ELO,YEAR
UCLA,1684.47732804,2011.0
Wake Forest,1684.31300913,2015.0
Northern Iowa,1683.84849619,2014.0
Morehead State,1683.0896922,2016.0
Kent State,1683.05464136,2015.0
St. John's (NY),1682.93462502,2013.0
Missouri State,1682.83681186,2014.0
North Dakota State,1682.6926871,2017.0
Evansville,1682.54621496,2013.0
Virginia Commonwealth,1682.20468449,2011.0
Hawaii,1681.73250628,2015.0
St. Bonaventure,1681.54345869,2014.0
College of Charleston,1681.37068875,2013.0
Northwestern,1681.0987903,2012.0
East Carolina,1681.08206642,2013.0
Wichita State,1680.93348869,2011.0
Akron,1680.70747123,2015.0
Boston University,1680.70096234,2014.0
Western Michigan,1680.31173857,2015.0
Massachusetts,1680.30479179,2012.0
South Carolina,1679.94341978,2014.0
Alabama-Birmingham,1679.85405406,2012.0
Buffalo,1679.00628816,2012.0
Buffalo,1678.69068949,2014.0
Texas Tech,1677.98546253,2014.0
Montana,1677.80380823,2016.0
Penn State,1677.76607059,2011.0
Rice,1677.22934202,2017.0
Tulsa,1677.12599594,2011.0
Texas-Arlington,1676.02620283,2016.0
Murray State,1675.88059351,2011.0
Eastern Michigan,1675.59894815,2015.0
Akron,1675.46870264,2011.0
Mississippi State,1675.26861156,2012.0
Belmont,1675.24393097,2016.0
James Madison,1674.53008109,2016.0
Massachusetts,1674.09287269,2016.0
Purdue,1674.09118602,2014.0
Nebraska,1674.07359342,2013.0
Middle Tennessee,1673.64310852,2012.0
Pennsylvania,1673.11869516,2012.0
UC-Santa Barbara,1672.94236276,2012.0
Florida Gulf Coast,1672.61863569,2013.0
Lamar,1671.83504918,2012.0
San Diego,1671.53909491,2015.0
Milwaukee,1670.73600836,2014.0
Texas-El Paso,1670.58773155,2017.0
La Salle,1670.50420543,2014.0
Illinois State,1670.01560527,2012.0
San Francisco,1669.96509222,2015.0
Kent State,1669.60234634,2013.0
Albany (NY),1669.51446541,2017.0
Missouri,1669.35259274,2011.0
Marshall,1669.34654505,2016.0
Dayton,1669.23686962,2013.0
San Francisco,1669.13397519,2012.0
Clemson,1669.02416472,2011.0
Michigan,1668.95624998,2011.0
Arizona State,1668.91217554,2013.0
Loyola (MD),1668.67076788,2012.0
Wagner,1668.40560312,2012.0
Chattanooga,1667.26033158,2015.0
Mercer,1667.14569708,2013.0
Illinois State,1666.9996075,2013.0
Long Beach State,1666.19099509,2011.0
Tennessee State,1666.15248215,2012.0
Montana,1666.02867018,2015.0
Milwaukee,1665.93086591,2011.0
Coastal Carolina,1665.69417113,2015.0
Cleveland State,1665.52580858,2011.0
North Dakota State,1665.43772716,2013.0
Lipscomb,1664.98844627,2017.0
Eastern Michigan,1664.98675656,2014.0
Texas State,1664.42558985,2017.0
Texas Tech,1664.09652556,2015.0
Wyoming,1664.03428161,2013.0
Washington State,1663.90544821,2015.0
North Carolina-Asheville,1663.63007185,2016.0
Saint Joseph's,1663.56959117,2012.0
Stony Brook,1662.92119569,2013.0
Western Kentucky,1662.54133291,2015.0
Toledo,1662.19880193,2017.0
Indiana State,1661.0747606,2013.0
La Salle,1660.83217944,2012.0
Colorado State,1660.46163809,2014.0
Richmond,1660.07206161,2013.0
IPFW,1659.95697838,2017.0
Wyoming,1659.75944638,2014.0
Northwestern State,1659.50871884,2015.0
Eastern Kentucky,1659.15610198,2015.0
Florida Gulf Coast,1658.98077302,2014.0
Oral Roberts,1658.73579743,2015.0
Denver,1658.46441579,2014.0
Loyola (IL),1658.34558789,2016.0
Long Beach State,1658.28429035,2013.0
Evansville,1658.22675714,2015.0
Iona,1657.98807286,2011.0
Utah State,1657.85111725,2013.0
Nevada,1657.57364189,2014.0
Northeastern,1657.50557742,2016.0
Rider,1657.11015304,2011.0
Georgetown,1656.63612418,2011.0
UC-Santa Barbara,1656.56669664,2014.0
Lehigh,1656.21676878,2017.0
Central Florida,1656.18770181,2014.0
Vanderbilt,1656.08673528,2014.0
Milwaukee,1656.05218535,2016.0
Texas A&M,1655.91814806,2014.0
Oklahoma State,1655.66858699,2012.0
Weber State,1655.49284448,2014.0
Texas-Arlington,1655.25931248,2013.0
New Mexico,1655.2410042,2015.0
Seton Hall,1654.93337441,2012.0
Alabama-Birmingham,1654.7583821,2013.0
Florida State,1654.67794894,2011.0
Dayton,1654.63529039,2012.0
Siena,1654.44893707,2017.0
Minnesota,1654.38347718,2012.0
East Carolina,1653.95344693,2017.0
Virginia Tech,1653.75358815,2011.0
New Mexico,1653.70363351,2011.0
Texas-Arlington,1653.62557658,2012.0
Loyola (IL),1652.61819752,2015.0
Lehigh,1652.43101473,2013.0
Western Illinois,1652.31011253,2013.0
Santa Clara,1651.76756646,2013.0
Wake Forest,1651.63073279,2016.0
Stanford,1651.54321467,2012.0
High Point,1651.41377949,2016.0
Eastern Washington,1651.22306533,2017.0
Murray State,1651.21564367,2014.0
Tennessee State,1650.71216687,2013.0
Loyola (IL),1650.4810273,2017.0
Portland,1649.98325195,2015.0
Tulsa,1649.3575469,2013.0
Louisiana State,1649.15392384,2012.0
Northwestern State,1648.60767127,2014.0
Robert Morris,1647.93550454,2012.0
Louisiana-Lafayette,1647.87900876,2015.0
Fairfield,1647.85946431,2011.0
Milwaukee,1647.80604512,2015.0
Vermont,1647.67260093,2016.0
Tulsa,1647.61588782,2012.0
Vermont,1647.35823479,2014.0
Florida Gulf Coast,1647.33513212,2015.0
UC-Irvine,1647.11881797,2013.0
Auburn,1646.95489756,2016.0
Saint Peter's,1646.57519559,2017.0
Georgia,1646.31305855,2012.0
Boston University,1646.20870859,2011.0
Princeton,1646.10080817,2015.0
Green Bay,1646.09419587,2013.0
Long Island University,1646.08627461,2013.0
Central Michigan,1645.94304412,2016.0
Iowa,1645.90857715,2012.0
Saint Joseph's,1645.79772806,2015.0
Weber State,1645.64363729,2017.0
College of Charleston,1645.55303105,2011.0
Kent State,1645.52164794,2011.0
Texas Southern,1645.44599687,2015.0
Harvard,1645.07666825,2016.0
Long Beach State,1644.9094572,2017.0
Northern Illinois,1644.86718568,2016.0
Princeton,1644.77531249,2013.0
Loyola Marymount,1644.74992514,2012.0
Southern California,1644.61837011,2011.0
San Diego,1644.48143755,2014.0
North Florida,1643.88570356,2016.0
Iona,1643.84079053,2013.0
Texas Southern,1643.77764615,2017.0
Indiana State,1642.96870996,2015.0
Stony Brook,1642.84893602,2017.0
Wright State,1642.48375315,2013.0
Southern California,1642.46453889,2015.0
Boise State,1642.4070384,2011.0
Washington,1642.38795555,2017.0
Cleveland State,1642.32876691,2012.0
Indiana State,1642.26212206,2016.0
Georgia,1642.14597598,2011.0
Sam Houston State,1641.97873058,2014.0
Tennessee Tech,1641.91686441,2011.0
Nebraska-Omaha,1641.58721215,2016.0
East Carolina,1641.36991131,2011.0
Houston Baptist,1641.17423099,2017.0
Florida Gulf Coast,1640.88020165,2016.0
Oral Roberts,1640.72210206,2011.0
Eastern Kentucky,1640.59020555,2013.0
New Orleans,1640.12423284,2017.0
Missouri State,1639.77848087,2017.0
Incarnate Word,1639.65859081,2016.0
Hofstra,1639.55022825,2011.0
Texas-El Paso,1639.24511417,2016.0
Pittsburgh,1639.23584147,2012.0
Stony Brook,1638.78525607,2015.0
Valparaiso,1637.87887692,2011.0
La Salle,1637.30151765,2017.0
Robert Morris,1637.23429813,2013.0
Idaho,1636.811667,2017.0
Valparaiso,1636.46879004,2014.0
Norfolk State,1636.15264975,2012.0
Kent State,1635.56868081,2016.0
Bowling Green State,1635.50957919,2015.0
South Dakota,1635.20676614,2015.0
Indiana State,1635.07752971,2012.0
Georgia Tech,1635.00444941,2015.0
Kent State,1634.99780598,2012.0
Louisiana State,1634.72765126,2017.0
Vermont,1634.62656593,2012.0
Southern Mississippi,1634.52843111,2011.0
Boston College,1634.52311916,2011.0
Coastal Carolina,1634.48977564,2016.0
Marquette,1634.23666344,2011.0
Jacksonville State,1634.16469135,2017.0
Georgia Southern,1634.02571173,2015.0
Texas A&M,1633.41919593,2013.0
Drake,1633.06322473,2013.0
Gardner-Webb,1632.51772098,2017.0
Oakland,1631.74734767,2015.0
Texas A&M-Corpus Christi,1631.66788306,2015.0
Southern Illinois,1631.65211081,2014.0
North Carolina-Asheville,1631.3710283,2011.0
High Point,1630.85132958,2015.0
Air Force,1630.29624464,2015.0
Long Beach State,1630.16260817,2015.0
Clemson,1629.88641505,2012.0
Evansville,1629.84408588,2012.0
Murray State,1629.59582918,2016.0
Utah,1629.51364078,2013.0
Oregon State,1629.45278472,2012.0
Rutgers,1629.3835039,2013.0
Houston,1629.3490288,2015.0
Wofford,1629.25134703,2017.0
Wyoming,1628.87848623,2012.0
Western Kentucky,1628.66434881,2013.0
Michigan State,1627.91558977,2011.0
Milwaukee,1627.66914205,2012.0
Norfolk State,1627.45957722,2013.0
Tennessee-Martin,1627.05477776,2016.0
Idaho,1626.74845543,2016.0
Austin Peay,1626.6626186,2016.0
William & Mary,1626.42310251,2015.0
Lafayette,1626.37150369,2013.0
East Carolina,1626.09512035,2015.0
Georgia Tech,1625.924945,2013.0
Denver,1625.81921364,2012.0
Mississippi State,1625.79591117,2015.0
North Carolina Central,1625.4322902,2013.0
NJIT,1624.91817216,2015.0
Wyoming,1624.82300969,2016.0
Western Kentucky,1624.60958511,2014.0
Denver,1624.43882354,2016.0
Coastal Carolina,1624.18887257,2017.0
St. Bonaventure,1623.98651034,2013.0
Lehigh,1623.16008886,2016.0
Northern Iowa,1622.99560592,2012.0
Detroit Mercy,1622.61314221,2016.0
Delaware,1622.3895271,2013.0
East Tennessee State,1622.36283556,2011.0
Charlotte,1621.8887132,2014.0
Saint Peter's,1621.05943562,2011.0
Stephen F. Austin,1621.04137846,2012.0
Oklahoma State,1620.60151631,2011.0
Rider,1619.98131202,2015.0
Coastal Carolina,1619.58146892,2014.0
Yale,1619.44170392,2012.0
Western Carolina,1619.33407005,2016.0
Illinois State,1619.17556825,2014.0
Hampton,1619.14350238,2011.0
Temple,1619.12999837,2014.0
New Hampshire,1619.09107368,2017.0
Drexel,1618.86973553,2011.0
Incarnate Word,1618.47446301,2014.0
Elon,1618.440485,2017.0
Northern Arizona,1618.34283084,2015.0
Alabama-Birmingham,1617.90379602,2017.0
Auburn,1617.25228093,2014.0
Cal State Fullerton,1617.24936963,2017.0
Robert Morris,1617.08498212,2014.0
Dayton,1616.51717694,2011.0
Savannah State,1616.34334379,2012.0
San Francisco,1616.12773969,2011.0
Chattanooga,1616.01313723,2017.0
Towson,1615.98132898,2016.0
St. Francis (NY),1615.89492681,2015.0
American,1615.89443808,2011.0
Hampton,1615.81218559,2016.0
Louisiana-Lafayette,1615.77966028,2016.0
William & Mary,1615.753615,2014.0
Bucknell,1615.7058587,2015.0
Alabama-Birmingham,1615.54453686,2014.0
Fairfield,1615.32550157,2012.0
San Francisco,1615.24641345,2013.0
Maryland,1615.23469261,2012.0
Seton Hall,1614.90070634,2013.0
McNeese State,1614.50625756,2011.0
DePaul,1613.81216967,2015.0
Saint Louis,1613.80826427,2017.0
Tennessee,1613.77417975,2011.0
Southern California,1613.7680606,2013.0
Texas-San Antonio,1613.49002806,2011.0
Robert Morris,1613.45051869,2015.0
Delaware,1613.43730194,2012.0
Lafayette,1613.17188669,2015.0
Massachusetts,1612.88815207,2017.0
Liberty,1612.88433395,2017.0
James Madison,1612.80132476,2013.0
Wofford,1612.31924291,2014.0
Texas Christian,1612.31707381,2012.0
South Florida,1611.70750644,2013.0
Loyola (MD),1611.51805462,2013.0
Cal Poly,1611.4301761,2013.0
Tennessee Tech,1611.36078453,2012.0
Georgia State,1611.30275479,2012.0
Pacific,1610.81820314,2014.0
Santa Clara,1610.58190265,2015.0
Eastern Michigan,1610.53078068,2017.0
Siena,1610.18279024,2016.0
Stony Brook,1609.90099775,2014.0
Central Florida,1609.76283088,2011.0
DePaul,1609.75373617,2016.0
San Francisco,1609.69660487,2016.0
IUPUI,1609.66665596,2017.0
IPFW,1609.61414297,2015.0
Duquesne,1609.54936096,2016.0
Richmond,1609.28388594,2012.0
Tennessee-Martin,1608.54630319,2017.0
Santa Clara,1608.27836656,2014.0
San Diego,1607.9489052,2013.0
Colorado State,1607.84577387,2011.0
James Madison,1607.83647975,2011.0
Idaho,1607.58009029,2012.0
American,1607.19795044,2014.0
Loyola Marymount,1607.11868281,2016.0
South Carolina Upstate,1606.45721878,2015.0
Missouri,1606.17951162,2016.0
Nebraska,1605.94538156,2011.0
Utah State,1605.83365917,2012.0
Louisiana Tech,1605.79990167,2012.0
Duquesne,1605.51940437,2015.0
Cal State Fullerton,1604.71211951,2012.0
Morehead State,1604.70305132,2015.0
Stony Brook,1604.66825522,2012.0
University of California,1604.46324833,2011.0
North Florida,1604.14780351,2017.0
College of Charleston,1603.76781026,2012.0
Western Michigan,1603.58122145,2011.0
Hofstra,1603.28684427,2017.0
Villanova,1603.0416351,2011.0
Bethune-Cookman,1602.74965333,2011.0
Texas-El Paso,1602.09948026,2012.0
Houston,1602.04295692,2013.0
Vermont,1601.8301947,2011.0
Rutgers,1601.81841987,2014.0
Albany (NY),1601.45815941,2013.0
Canisius,1601.38770249,2014.0
Gardner-Webb,1601.33483914,2013.0
Missouri,1601.19994556,2015.0
Tulane,1601.07315556,2014.0
West Virginia,1600.617509,2013.0
Western Kentucky,1599.95956901,2017.0
San Jose State,1599.85887002,2017.0
Fresno State,1599.59484211,2013.0
Denver,1599.57346797,2017.0
DePaul,1599.50273781,2014.0
Evansville,1599.05965325,2014.0
Illinois,1598.35535846,2012.0
Virginia Tech,1597.78523394,2012.0
Missouri-Kansas City,1597.50140928,2017.0
Utah Valley,1597.44934858,2014.0
Miami (FL),1597.41149057,2011.0
Western Kentucky,1597.38611508,2012.0
Montana,1596.86327813,2011.0
Missouri State,1596.24906843,2016.0
Mississippi Valley State,1596.11253942,2012.0
Fordham,1595.85436037,2017.0
Florida Atlantic,1595.80479408,2011.0
Hawaii,1595.26548138,2017.0
Mississippi,1595.1184602,2011.0
Northeastern,1594.48593586,2013.0
Toledo,1593.84390457,2016.0
Tulane,1593.67336631,2015.0
Ball State,1593.57937999,2016.0
James Madison,1593.31859251,2015.0
Illinois,1592.96141656,2011.0
Montana,1592.8070354,2017.0
Oakland,1592.55472645,2012.0
American,1591.8082842,2012.0
Sam Houston State,1591.66539991,2016.0
Northwestern,1591.49946631,2011.0
Tennessee Tech,1591.26286284,2016.0
Incarnate Word,1590.52294021,2015.0
Furman,1590.25621296,2011.0
East Carolina,1590.1110248,2012.0
Mississippi State,1590.05752742,2011.0
Mercer,1590.00919614,2015.0
Hawaii,1589.91242738,2014.0
North Carolina Central,1589.50682159,2017.0
Miami (OH),1588.92245925,2016.0
St. John's (NY),1588.91399584,2016.0
Robert Morris,1588.8954946,2011.0
Western Carolina,1588.87818647,2011.0
Washington State,1588.74115272,2016.0
Saint Joseph's,1588.69206879,2017.0
Long Beach State,1588.65932378,2014.0
Louisiana-Monroe,1587.9340294,2015.0
Rider,1587.45281507,2013.0
Washington State,1586.86155828,2011.0
Creighton,1586.60821602,2011.0
Sacramento State,1586.37915231,2015.0
Sam Houston State,1586.3170946,2017.0
Texas A&M,1586.30616557,2012.0
Charleston Southern,1586.08613093,2015.0
South Carolina Upstate,1585.94234535,2014.0
Quinnipiac,1585.77884648,2014.0
Morehead State,1585.67479193,2012.0
La Salle,1585.60485079,2016.0
Bucknell,1585.51624802,2014.0
Western Michigan,1585.35736053,2013.0
Mercer,1585.21473785,2017.0
Winthrop,1585.21360717,2015.0
Arkansas,1585.20052778,2012.0
Arkansas State,1585.07651726,2014.0
Wagner,1585.07621949,2014.0
Villanova,1585.04616699,2012.0
St. John's (NY),1584.9528066,2012.0
Quinnipiac,1584.94242916,2011.0
Morehead State,1584.67741911,2014.0
Rhode Island,1584.66061325,2014.0
Northeastern,1584.46167705,2017.0
Sam Houston State,1584.26602305,2011.0
Santa Clara,1584.17258864,2016.0
Missouri,1584.04724733,2017.0
Green Bay,1584.03517788,2012.0
Drake,1583.88843837,2012.0
Charlotte,1583.7666593,2016.0
Maryland,1582.82036527,2011.0
Wofford,1582.64433068,2016.0
Oklahoma,1582.50470813,2012.0
Old Dominion,1582.49668402,2014.0
Wofford,1582.26195263,2012.0
Radford,1581.95508761,2015.0
Northwestern,1581.84309978,2013.0
Georgia Southern,1581.83523031,2017.0
Western Michigan,1581.43649187,2016.0
Elon,1581.40331267,2013.0
Louisiana-Lafayette,1581.09194573,2011.0
Montana,1581.05569781,2014.0
George Washington,1580.79655593,2011.0
UC-Santa Barbara,1580.77527267,2011.0
IUPUI,1580.55806197,2011.0
Northern Illinois,1580.38068377,2015.0
Dartmouth,1579.99667386,2015.0
Niagara,1579.74020539,2013.0
Bradley,1579.64392958,2017.0
Oakland,1579.53044112,2013.0
Utah Valley,1579.45852864,2011.0
Arkansas State,1578.66385514,2017.0
Florida International,1578.54134534,2015.0
Morehead State,1578.53411972,2017.0
Holy Cross,1578.33505352,2014.0
Mercer,1577.8631257,2012.0
South Alabama,1577.31722589,2013.0
Fairfield,1577.2333237,2016.0
Indiana State,1576.54843664,2017.0
Columbia,1576.06849003,2014.0
Wagner,1576.06721184,2013.0
Florida International,1575.92744256,2014.0
Air Force,1575.65701281,2014.0
Oral Roberts,1575.38529032,2016.0
Saint Louis,1574.97073519,2016.0
Air Force,1574.7583351,2016.0
Idaho,1574.72615634,2011.0
Winthrop,1574.32953375,2014.0
Tennessee State,1573.57039651,2016.0
Boston University,1573.40497701,2017.0
Wake Forest,1573.3339668,2013.0
Washington State,1573.33028238,2013.0
San Jose State,1573.03030031,2011.0
Tulane,1572.93206767,2016.0
Baylor,1572.83956645,2011.0
Northern Arizona,1572.38067677,2011.0
Wright State,1572.31462159,2011.0
Austin Peay,1571.98294857,2011.0
Santa Clara,1571.96573615,2011.0
East Carolina,1571.78128198,2014.0
Western Illinois,1571.63818674,2012.0
Furman,1571.58590718,2016.0
Rice,1571.07402106,2012.0
Boston College,1570.94458044,2017.0
Charleston Southern,1570.51218274,2013.0
Miami (OH),1570.41162915,2015.0
George Washington,1570.3252965,2013.0
Nevada-Las Vegas,1569.92090262,2017.0
Bowling Green State,1569.59936656,2017.0
Tulane,1569.42760704,2013.0
East Tennessee State,1569.38976875,2012.0
George Mason,1569.33124475,2013.0
Rhode Island,1569.3184534,2011.0
Oakland,1569.06841593,2014.0
North Carolina-Wilmington,1568.83516595,2015.0
Virginia Military Institute,1568.76246147,2011.0
DePaul,1568.35048213,2017.0
Nevada,1568.05820412,2013.0
Pennsylvania,1567.97892463,2017.0
Cal State Bakersfield,1567.92983828,2013.0
Detroit Mercy,1567.76831759,2015.0
Jacksonville State,1567.06847751,2013.0
Quinnipiac,1566.26098808,2012.0
Hawaii,1566.22013651,2011.0
Vermont,1565.79403554,2013.0
Duquesne,1565.78893914,2012.0
Drake,1565.37660145,2014.0
IUPUI,1565.20737903,2016.0
Washington State,1565.19877443,2012.0
Mount St. Mary's,1564.87760092,2014.0
Minnesota,1564.61443953,2016.0
High Point,1564.46253652,2014.0
Bucknell,1564.13791919,2016.0
Boston University,1564.050629,2013.0
Marshall,1564.01255491,2013.0
Bowling Green State,1563.80440817,2016.0
Missouri State,1563.70871973,2013.0
Elon,1563.5602347,2014.0
Arkansas State,1563.2777682,2013.0
Oral Roberts,1563.04663399,2013.0
Texas Southern,1562.98579271,2011.0
Manhattan,1562.78443864,2013.0
Oregon State,1562.42367471,2013.0
Gardner-Webb,1562.40326759,2015.0
Missouri State,1562.31398679,2012.0
Samford,1562.29236804,2017.0
Yale,1562.19903816,2013.0
Charleston Southern,1562.09416543,2012.0
Oregon State,1561.9185296,2017.0
Utah Valley,1561.88004558,2012.0
Air Force,1561.58211949,2017.0
Fairfield,1561.55027236,2017.0
North Texas,1561.28249926,2011.0
Virginia Tech,1560.97886539,2013.0
Vermont,1560.74241565,2015.0
North Dakota,1560.46008016,2014.0
Virginia,1560.32189478,2011.0
Rutgers,1560.17524498,2012.0
North Texas,1560.15342055,2012.0
Pepperdine,1559.8811217,2014.0
Charlotte,1559.49634201,2015.0
Florida International,1559.25688163,2013.0
IUPUI,1558.27715998,2012.0
South Dakota,1557.19659184,2016.0
Yale,1557.15954017,2014.0
Central Florida,1557.15545321,2016.0
Central Connecticut State,1557.13379632,2011.0
Houston,1556.32699692,2012.0
Virginia Military Institute,1555.90737602,2014.0
New Hampshire,1555.68860243,2016.0
Auburn,1555.50340905,2012.0
McNeese State,1555.29714838,2012.0
Boston College,1555.2713598,2014.0
Southern Illinois,1555.26611216,2013.0
Clemson,1555.02516093,2013.0
Georgia State,1554.93133776,2016.0
Texas Southern,1554.8961174,2013.0
Texas Southern,1554.27665146,2016.0
Mount St. Mary's,1554.27529399,2013.0
Southern,1553.66641236,2013.0
Arkansas-Little Rock,1553.50500866,2011.0
Alabama State,1553.41143333,2011.0
Mount St. Mary's,1553.40476725,2017.0
George Mason,1552.51200957,2016.0
Southern Methodist,1552.45646615,2011.0
Ohio,1552.29036826,2011.0
Toledo,1552.28370082,2013.0
Buffalo,1552.07394186,2011.0
College of Charleston,1552.05730533,2016.0
Utah Valley,1551.76508809,2017.0
Rider,1551.59194108,2017.0
Eastern Illinois,1551.25465186,2015.0
San Diego,1551.24559387,2017.0
Arkansas-Little Rock,1550.85164411,2017.0
Hofstra,1550.81685316,2015.0
Northern Iowa,1550.37057239,2011.0
Wagner,1550.24762026,2016.0
Texas-Arlington,1550.2365549,2014.0
Central Florida,1550.04699643,2015.0
Monmouth,1549.82796064,2015.0
Portland,1549.55387652,2011.0
Weber State,1548.85396221,2011.0
NJIT,1548.81271744,2016.0
North Texas,1548.67993653,2014.0
Coastal Carolina,1547.98618866,2012.0
Portland,1547.94962479,2016.0
Virginia Tech,1547.79666409,2015.0
South Carolina Upstate,1547.79221242,2012.0
Oral Roberts,1547.66493605,2014.0
Bowling Green State,1547.56790213,2012.0
North Dakota,1547.11996064,2011.0
Towson,1546.95445837,2013.0
Duquesne,1546.69969297,2014.0
Washington State,1546.51816264,2014.0
South Dakota State,1546.36931462,2011.0
