TEAM,ELO,YEAR
Central Pennsylvania College,1378.2617882387126,2012
Cal State Monterey Bay,1441.5955281324136,2012
Hope International,1437.9643715944333,2012
Holy Names,1441.9895869065085,2012
Seton Hall,1671.740609270704,2012
Cumberland University,1476.8887068934605,2012
Johnson & Wales (RI),1462.267134201268,2012
Coppin State,1383.9308519125484,2012
UC-Santa Cruz,1379.244692305694,2012
Massachusetts Institute of Technology,1465.4510663195922,2012
Providence,1553.0082838186931,2012
Philander Smith,1443.3332168222405,2012
Georgetown,1832.7422602622505,2012
Jarvis Christian,1391.7426423283516,2012
Iona,1758.771567426194,2012
Texas-El Paso,1614.076700264729,2012
Asbury,1434.9732029215197,2012
Brown,1275.2822731499025,2012
Marian (IN),1470.0,2012
Duke,1942.2856927881567,2012
Wentworth,1452.6935379130844,2012
Hawaii,1544.5090691530795,2012
Anderson (SC),1467.1946920447663,2012
Holy Cross,1530.7880820553899,2012
George Mason,1762.5515170096817,2012
Tulsa,1661.0641805708142,2012
Morehead State,1593.170933789976,2012
Cincinnati,1910.7643476656299,2012
Texas-Rio Grande Valley,1328.5751388289875,2012
Worcester Tech,1475.6564672704153,2012
College of Charleston,1606.831580454446,2012
Wiley,1450.1014043811265,2012
La Verne,1429.7118529376448,2012
Dickinson College,1457.0864959089884,2012
Emporia State,1467.9611121441847,2012
Barry,1472.5839895213328,2012
Texas State,1417.0166878285,2012
Campbell,1417.481761183554,2012
Texas Southern,1431.5200547472043,2012
Rutgers,1579.2796219401662,2012
Ball State,1412.7346975026376,2012
Saint Joseph's (IN),1468.7613609401446,2012
Cal State Bakersfield,1494.665894085793,2012
Milwaukee,1638.8932102290976,2012
Liberty,1496.9690591541946,2012
Southern,1437.6268309482732,2012
Mercy,1454.7251184029997,2012
Texas A&M-International,1426.5090261609664,2012
San Jose State,1389.6028521852973,2012
Purdue North Central,1470.0,2012
Northern Arizona,1176.238438029339,2012
Jackson State,1183.9438986701011,2012
Charleston Southern,1564.4485496511847,2012
San Diego,1519.743908131536,2012
Eastern Michigan,1419.1068157422567,2012
Cal State San Marcos,1457.0665779129808,2012
Arkansas State,1461.8589876895123,2012
Linfield,1436.2392005046304,2012
Florida Gulf Coast,1497.2418216072526,2012
Kentucky Christian,1469.6761832779175,2012
Southwestern (AZ),1467.856205055197,2012
Cameron,1451.1064635148284,2012
Eastern Oregon,1470.0,2012
Waldorf,1444.3230090303887,2012
Mississippi,1780.2909580654357,2012
Cornerstone,1457.9036882064565,2012
Rio Grande,1455.669361537806,2012
North Greenville,1470.0,2012
Rice,1583.6364313853953,2012
Reinhardt,1306.2538684256476,2012
Bradley,1323.1780696769536,2012
Maryland,1629.763761877356,2012
Auburn,1578.2453646188503,2012
Chapman,1477.060548300012,2012
Concordia (OR),1473.068734128274,2012
Florida A&M,1339.6080226869094,2012
Old Dominion,1730.1782181073054,2012
Mississippi College,1458.5319642323705,2012
Barber-Scotia,1431.400015677987,2012
Troy,1388.06167045995,2012
Cincinnati Christian,1467.213963349858,2012
Emory,1474.0373116826897,2012
North Carolina-Asheville,1730.083293911121,2012
Henderson State,1431.2971034959003,2012
Idaho State,1310.2578442506167,2012
Bryant,1068.7423923448007,2012
Great Falls,1419.4844147842734,2012
Syracuse,2048.4475190566372,2012
Southeast Missouri State,1463.4142317270455,2012
Gonzaga,1897.1739313697585,2012
Saint Francis (PA),1201.1109933795383,2012
St. Edward's,1443.197668007485,2012
Savannah State,1627.421539364172,2012
Albany State (GA),1459.2720843606082,2012
Saint Leo,1457.467241985221,2012
Southeastern Oklahoma State,1464.888783349585,2012
Covenant,1485.660447095952,2012
Philadelphia Biblical,1425.065449249479,2012
Holy Cross (IN),1479.3936093204486,2012
Fontbonne,1468.895957293009,2012
Midland Lutheran,1470.6777603875482,2012
Cleveland State,1644.3888415339052,2012
Canisius,1193.9782829466365,2012
Norfolk State,1649.1225090310454,2012
Western Carolina,1556.3803657867263,2012
Ohio State,1966.2526879312416,2012
San Francisco State,1416.8346756427902,2012
Chicago State,1178.3425420048031,2012
St. Thomas (TX),1381.3714212391722,2012
Iowa,1678.0924024079056,2012
South Carolina State,1124.8367346499383,2012
Mars Hill,1478.7388873801706,2012
Southern Illinois-Edwardsville,1404.6524486578362,2012
Kent State,1635.9899813999982,2012
Kennesaw State,1101.5025923606668,2012
Virginia Commonwealth,1931.0471560034823,2012
College of New Jersey,1434.9778423701796,2012
Monmouth,1476.1904023641673,2012
Cal State Stanislaus,1468.4488162253097,2012
Oglethorpe,1470.0,2012
Tusculum,1469.4071661943449,2012
East Texas Baptist,1463.1403346359275,2012
Brigham Young-Hawaii,1447.071708335364,2012
Miami (OH),1410.5173407228692,2012
Southeastern,1420.9599686904842,2012
Iowa State,1816.2728663121388,2012
Tuskegee,1470.0,2012
Dominican (CA),1436.224294720159,2012
Citadel,1268.0060996523969,2012
Montana State,1359.3147458979006,2012
Swarthmore,1465.4212484231293,2012
Malone,1440.3854576239357,2012
Davidson,1769.44937778452,2012
Ecclesia,1369.4026489483495,2012
Sacramento State,1374.726441699913,2012
Lees-McRae,1441.9716681262466,2012
Western Illinois,1597.8293855956388,2012
Northwest Oklahoma State,1420.1171162503401,2012
Fresno State,1471.8157952584443,2012
Trinity International (IL),1457.948219074818,2012
Indiana-Northwest,1370.6389294754567,2012
Mount St. Joseph,1475.4135549443522,2012
NYU-Poly,1434.7627930755157,2012
Washington,1767.6511110638994,2012
East Tennessee State,1576.2391184177523,2012
Schreiner,1455.243232415985,2012
Arkansas,1594.283502255971,2012
Loras,1490.0608485843748,2012
Farmingdale State,1470.0,2012
Louisville,1936.9654803998128,2012
Saint Mary's (CA),1894.790298667505,2012
Anderson (IN),1445.2342203293388,2012
